START_TIME,STOP_TIME,PREDICTION,SOURCE,LABELSET,VIDEO_START_TIME,VIDEO_END_TIME
2022-04-25 14:38:05,2022-04-25 14:38:37,Carrying_Bag_On_Shoulder/Back_Heavy, Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-25 04:21:29,2022-04-25 04:22:01
2022-04-25 14:38:37,2022-04-25 14:39:06,Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-25 04:22:01,2022-04-25 04:22:30
2022-04-25 14:39:06,2022-04-25 14:40:40,Located_Indoors, Holding_Solid_Food,annotator,Behavioral Parameters,2022-04-25 04:22:30,2022-04-25 04:24:04
2022-04-25 14:40:40,2022-04-25 14:42:18,Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-25 04:24:04,2022-04-25 04:25:42
2022-04-25 14:42:25,2022-04-25 14:42:53,Located_Indoors,annotator,Behavioral Parameters,2022-04-25 04:25:49,2022-04-25 04:26:17
2022-04-25 14:42:53,2022-04-25 14:43:23,Located_Indoors, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-25 04:26:17,2022-04-25 04:26:47
2022-04-25 14:43:23,2022-04-25 14:46:20,Located_Indoors, Holding_Solid_Food, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-25 04:26:47,2022-04-25 04:29:44
2022-04-25 14:46:20,2022-04-25 14:46:52,Located_Indoors, Holding_Solid_Food,annotator,Behavioral Parameters,2022-04-25 04:29:44,2022-04-25 04:30:16
2022-04-25 14:46:52,2022-04-25 15:03:47,Located_Indoors, Holding_Solid_Food, In_Conversation,annotator,Behavioral Parameters,2022-04-25 04:30:16,2022-04-25 04:47:11
2022-04-25 15:03:47,2022-04-25 15:05:59,Located_Indoors, In_Conversation, Holding_Drink,annotator,Behavioral Parameters,2022-04-25 04:47:11,2022-04-25 04:49:23
2022-04-25 15:05:59,2022-04-25 15:06:41,Located_Indoors, In_Conversation, Holding_Drink, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-25 04:49:23,2022-04-25 04:50:05
2022-04-25 15:06:41,2022-04-25 15:08:54,Located_Indoors, In_Conversation, Holding_Drink,annotator,Behavioral Parameters,2022-04-25 04:50:05,2022-04-25 04:52:18
2022-04-25 15:08:54,2022-04-25 15:09:24,Located_Indoors, In_Conversation, Holding_Drink, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-25 04:52:18,2022-04-25 04:52:48
2022-04-25 15:09:24,2022-04-25 15:21:27,Located_Indoors, In_Conversation,annotator,Behavioral Parameters,2022-04-25 04:52:48,2022-04-25 05:04:51
2022-04-25 15:21:42,2022-04-25 15:22:46,Located_Indoors, In_Conversation,annotator,Behavioral Parameters,2022-04-25 05:05:06,2022-04-25 05:06:10
2022-04-25 15:22:46,2022-04-25 15:23:02,In_Conversation, Located_Outdoors,annotator,Behavioral Parameters,2022-04-25 05:06:10,2022-04-25 05:06:26
2022-04-25 15:23:02,2022-04-25 15:24:47,In_Conversation, Located_Outdoors,annotator,Behavioral Parameters,2022-04-25 05:06:26,2022-04-25 05:08:11
2022-04-25 15:24:50,2022-04-25 15:28:08,Located_Outdoors, Carrying_Bag_On_Shoulder/Back_Light,annotator,Behavioral Parameters,2022-04-25 05:08:14,2022-04-25 05:11:32
2022-04-25 15:24:50,2022-04-25 15:24:50,BP_Other,annotator,Behavioral Parameters,2022-04-25 05:08:14,2022-04-25 05:08:14
2022-04-25 15:28:08,2022-04-25 15:28:19,Located_Outdoors, Carrying_Bag_On_Shoulder/Back_Light,annotator,Behavioral Parameters,2022-04-25 05:11:32,2022-04-25 05:11:43
2022-04-25 15:28:19,2022-04-25 15:29:13,Located_Outdoors, Carrying_Bag_On_Shoulder/Back_Light,annotator,Behavioral Parameters,2022-04-25 05:11:43,2022-04-25 05:12:37
2022-04-25 15:29:13,2022-04-25 15:29:22,Located_Outdoors, Carrying_Bag_On_Shoulder/Back_Light,annotator,Behavioral Parameters,2022-04-25 05:12:37,2022-04-25 05:12:46
2022-04-25 15:29:22,2022-04-25 15:30:16,Located_Outdoors, Carrying_Bag_On_Shoulder/Back_Light,annotator,Behavioral Parameters,2022-04-25 05:12:46,2022-04-25 05:13:40
2022-04-25 15:30:16,2022-04-25 15:31:07,Carrying_Bag_On_Shoulder/Back_Light, Located_Indoors, In_Conversation,annotator,Behavioral Parameters,2022-04-25 05:13:40,2022-04-25 05:14:31
2022-04-25 15:31:07,2022-04-25 15:31:59,Carrying_Bag_On_Shoulder/Back_Light, Located_Indoors, In_Conversation,annotator,Behavioral Parameters,2022-04-25 05:14:31,2022-04-25 05:15:23
2022-04-25 15:31:59,2022-04-25 15:33:03,Located_Indoors, In_Conversation, Carrying_Bag_On_Shoulder/Back_Light,annotator,Behavioral Parameters,2022-04-25 05:15:23,2022-04-25 05:16:27
2022-04-25 15:33:03,2022-04-25 15:33:24,Located_Indoors, Carrying_Bag_On_Shoulder/Back_Light,annotator,Behavioral Parameters,2022-04-25 05:16:27,2022-04-25 05:16:48
2022-04-25 15:33:24,2022-04-25 16:00:54,Located_Indoors, Browsing_Computer,annotator,Behavioral Parameters,2022-04-25 05:16:48,2022-04-25 05:44:18
2022-04-25 16:00:59,2022-04-25 16:06:44,Browsing_Computer,annotator,Behavioral Parameters,2022-04-25 05:44:23,2022-04-25 05:50:08
2022-04-25 16:06:53,2022-04-25 16:08:51,Located_Indoors, Browsing_Computer,annotator,Behavioral Parameters,2022-04-25 05:50:17,2022-04-25 05:52:15
2022-04-25 16:08:52,2022-04-25 16:09:14,Located_Indoors, Typing_Computer,annotator,Behavioral Parameters,2022-04-25 05:52:16,2022-04-25 05:52:38
2022-04-25 16:09:16,2022-04-25 16:16:00,Located_Indoors, Browsing_Computer, Holding_Drink,annotator,Behavioral Parameters,2022-04-25 05:52:40,2022-04-25 05:59:24
2022-04-25 16:16:01,2022-04-25 16:16:25,Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-25 05:59:25,2022-04-25 05:59:49
2022-04-25 16:16:27,2022-04-25 16:21:05,Located_Indoors, Browsing_Computer,annotator,Behavioral Parameters,2022-04-25 05:59:51,2022-04-25 06:04:29
2022-04-25 16:21:09,2022-04-25 16:21:45,Located_Indoors, Typing_Computer,annotator,Behavioral Parameters,2022-04-25 06:04:33,2022-04-25 06:05:09
2022-04-25 16:21:49,2022-04-25 16:24:25,Browsing_Computer, Located_Indoors,annotator,Behavioral Parameters,2022-04-25 06:05:13,2022-04-25 06:07:49
2022-04-25 16:24:26,2022-04-25 16:24:34,Browsing_Computer, Located_Indoors, Holding_Drink,annotator,Behavioral Parameters,2022-04-25 06:07:50,2022-04-25 06:07:58
2022-04-25 16:24:39,2022-04-25 16:25:03,Located_Indoors, Browsing_Computer, Holding_Drink,annotator,Behavioral Parameters,2022-04-25 06:08:03,2022-04-25 06:08:27
2022-04-25 16:25:05,2022-04-25 16:28:32,Located_Indoors, Browsing_Computer,annotator,Behavioral Parameters,2022-04-25 06:08:29,2022-04-25 06:11:56
2022-04-25 16:28:35,2022-04-25 16:28:44,Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-25 06:11:59,2022-04-25 06:12:08
2022-04-25 16:28:46,2022-04-25 16:30:40,Located_Indoors, In_Conversation,annotator,Behavioral Parameters,2022-04-25 06:12:10,2022-04-25 06:14:04
2022-04-25 16:30:46,2022-04-25 16:30:58,Located_Indoors, In_Conversation,annotator,Behavioral Parameters,2022-04-25 06:14:10,2022-04-25 06:14:22
2022-04-25 16:31:00,2022-04-25 16:31:16,Located_Indoors,annotator,Behavioral Parameters,2022-04-25 06:14:24,2022-04-25 06:14:40
2022-04-25 16:31:17,2022-04-25 16:32:36,Located_Indoors, Browsing_Computer, Holding_Drink,annotator,Behavioral Parameters,2022-04-25 06:14:41,2022-04-25 06:16:00
2022-04-25 16:32:38,2022-04-25 16:37:06,Located_Indoors, Browsing_Computer,annotator,Behavioral Parameters,2022-04-25 06:16:02,2022-04-25 06:20:30
2022-04-25 16:37:09,2022-04-25 16:37:42,Located_Indoors, Browsing_Computer, Holding_Drink,annotator,Behavioral Parameters,2022-04-25 06:20:33,2022-04-25 06:21:06
2022-04-25 16:37:45,2022-04-25 16:38:06,Located_Indoors, Typing_Computer,annotator,Behavioral Parameters,2022-04-25 06:21:09,2022-04-25 06:21:30
2022-04-25 16:38:08,2022-04-25 16:40:49,Located_Indoors, Browsing_Computer,annotator,Behavioral Parameters,2022-04-25 06:21:32,2022-04-25 06:24:13
2022-04-25 16:40:52,2022-04-25 16:41:41,Located_Indoors, Browsing_Computer, Holding_Drink,annotator,Behavioral Parameters,2022-04-25 06:24:16,2022-04-25 06:25:05
2022-04-25 16:41:42,2022-04-25 16:43:45,Located_Indoors, Browsing_Computer, Holding_Drink,annotator,Behavioral Parameters,2022-04-25 06:25:06,2022-04-25 06:27:09
2022-04-25 16:43:47,2022-04-25 16:44:18,Located_Indoors, Holding_Drink, In_Conversation,annotator,Behavioral Parameters,2022-04-25 06:27:11,2022-04-25 06:27:42
2022-04-25 16:44:18,2022-04-25 16:44:38,Located_Indoors, Holding_Drink, Browsing_Computer,annotator,Behavioral Parameters,2022-04-25 06:27:42,2022-04-25 06:28:02
2022-04-25 16:44:38,2022-04-25 16:45:25,Located_Indoors, Holding_Drink, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-25 06:28:02,2022-04-25 06:28:49
2022-04-25 16:45:26,2022-04-25 16:45:36,Located_Indoors,annotator,Behavioral Parameters,2022-04-25 06:28:50,2022-04-25 06:29:00
2022-04-25 16:45:36,2022-04-25 16:46:23,Located_Indoors,annotator,Behavioral Parameters,2022-04-25 06:29:00,2022-04-25 06:29:47
2022-04-25 16:46:24,2022-04-25 16:46:40,Located_Indoors,annotator,Behavioral Parameters,2022-04-25 06:29:48,2022-04-25 06:30:04
2022-04-25 16:46:41,2022-04-25 16:46:53,Located_Indoors,annotator,Behavioral Parameters,2022-04-25 06:30:05,2022-04-25 06:30:17
2022-04-25 16:46:53,2022-04-25 16:48:50,Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-25 06:30:17,2022-04-25 06:32:14
2022-04-25 16:48:51,2022-04-25 16:49:50,Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-25 06:32:15,2022-04-25 06:33:14
2022-04-25 16:49:51,2022-04-25 16:55:35,Located_Indoors, Browsing_Computer,annotator,Behavioral Parameters,2022-04-25 06:33:15,2022-04-25 06:38:59
2022-04-25 16:55:38,2022-04-25 16:55:51,Located_Indoors,annotator,Behavioral Parameters,2022-04-25 06:39:02,2022-04-25 06:39:15
2022-04-25 16:55:54,2022-04-25 17:36:26,Located_Indoors, Browsing_Computer,annotator,Behavioral Parameters,2022-04-25 06:39:18,2022-04-25 07:19:50
2022-04-25 17:36:58,2022-04-25 17:39:20,Located_Indoors, Browsing_Computer,annotator,Behavioral Parameters,2022-04-25 07:20:22,2022-04-25 07:22:44
2022-04-25 17:39:23,2022-04-25 17:39:51,Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-25 07:22:47,2022-04-25 07:23:15
2022-04-25 17:39:54,2022-04-25 17:40:23,Located_Indoors,annotator,Behavioral Parameters,2022-04-25 07:23:18,2022-04-25 07:23:47
2022-04-25 17:40:23,2022-04-25 17:41:00,Located_Indoors, In_Conversation, Carrying_Bag_On_Shoulder/Back_Light,annotator,Behavioral Parameters,2022-04-25 07:23:47,2022-04-25 07:24:24
2022-04-25 17:41:02,2022-04-25 17:41:42,Located_Indoors, Carrying_Bag_On_Shoulder/Back_Light,annotator,Behavioral Parameters,2022-04-25 07:24:26,2022-04-25 07:25:06
2022-04-25 17:41:45,2022-04-25 17:42:01,Located_Indoors, Carrying_Bag_On_Shoulder/Back_Light, Holding_Drink,annotator,Behavioral Parameters,2022-04-25 07:25:09,2022-04-25 07:25:25
2022-04-25 17:42:01,2022-04-25 17:42:36,Located_Indoors, Carrying_Bag_On_Shoulder/Back_Light, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-25 07:25:25,2022-04-25 07:26:00
2022-04-25 17:42:43,2022-04-25 17:45:12,Carrying_Bag_On_Shoulder/Back_Light, Texting/Browsing_Phone, Located_Outdoors, Holding_Drink,annotator,Behavioral Parameters,2022-04-25 07:26:07,2022-04-25 07:28:36
2022-04-25 17:45:13,2022-04-25 17:45:18,Carrying_Bag_On_Shoulder/Back_Light, Located_Outdoors,annotator,Behavioral Parameters,2022-04-25 07:28:37,2022-04-25 07:28:42
2022-04-25 17:45:23,2022-04-25 17:45:35,Carrying_Bag_On_Shoulder/Back_Light, Located_Indoors,annotator,Behavioral Parameters,2022-04-25 07:28:47,2022-04-25 07:28:59
2022-04-25 17:45:36,2022-04-25 17:45:43,Carrying_Bag_On_Shoulder/Back_Light, Located_Indoors,annotator,Behavioral Parameters,2022-04-25 07:29:00,2022-04-25 07:29:07
2022-04-25 17:45:43,2022-04-25 17:46:00,Carrying_Bag_On_Shoulder/Back_Light, Located_Indoors,annotator,Behavioral Parameters,2022-04-25 07:29:07,2022-04-25 07:29:24
2022-04-25 17:46:00,2022-04-25 17:46:39,Carrying_Bag_On_Shoulder/Back_Light, Located_Indoors,annotator,Behavioral Parameters,2022-04-25 07:29:24,2022-04-25 07:30:03
2022-04-25 17:46:46,2022-04-25 17:46:53,Carrying_Bag_On_Shoulder/Back_Light, Located_Indoors,annotator,Behavioral Parameters,2022-04-25 07:30:10,2022-04-25 07:30:17
2022-04-25 17:46:53,2022-04-25 17:47:23,Located_Indoors,annotator,Behavioral Parameters,2022-04-25 07:30:17,2022-04-25 07:30:47
2022-04-25 17:47:23,2022-04-25 17:50:02,Located_Indoors,annotator,Behavioral Parameters,2022-04-25 07:30:47,2022-04-25 07:33:26
2022-04-25 17:50:42,2022-04-25 17:51:46,Located_Indoors,annotator,Behavioral Parameters,2022-04-25 07:34:06,2022-04-25 07:35:10
2022-04-25 17:52:05,2022-04-25 17:52:21,Located_Indoors,annotator,Behavioral Parameters,2022-04-25 07:35:29,2022-04-25 07:35:45
2022-04-25 17:52:25,2022-04-25 17:53:02,Located_Indoors,annotator,Behavioral Parameters,2022-04-25 07:35:49,2022-04-25 07:36:26
2022-04-25 17:53:02,2022-04-25 17:53:50,Located_Indoors,annotator,Behavioral Parameters,2022-04-25 07:36:26,2022-04-25 07:37:14
2022-04-25 17:53:51,2022-04-25 17:54:33,Located_Indoors,annotator,Behavioral Parameters,2022-04-25 07:37:15,2022-04-25 07:37:57
2022-04-25 17:54:34,2022-04-25 17:54:54,Located_Indoors,annotator,Behavioral Parameters,2022-04-25 07:37:58,2022-04-25 07:38:18
2022-04-25 17:54:54,2022-04-25 17:55:03,Located_Indoors,annotator,Behavioral Parameters,2022-04-25 07:38:18,2022-04-25 07:38:27
2022-04-25 17:55:03,2022-04-25 17:55:24,Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-25 07:38:27,2022-04-25 07:38:48
2022-04-25 17:55:24,2022-04-25 17:55:56,Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-25 07:38:48,2022-04-25 07:39:20
2022-04-25 17:55:57,2022-04-25 17:56:02,Texting/Browsing_Phone, Located_Outdoors,annotator,Behavioral Parameters,2022-04-25 07:39:21,2022-04-25 07:39:26
2022-04-25 17:56:02,2022-04-25 18:03:31,Texting/Browsing_Phone, Located_Outdoors,annotator,Behavioral Parameters,2022-04-25 07:39:26,2022-04-25 07:46:55
2022-04-25 18:03:33,2022-04-25 18:12:53,Located_Outdoors, Holding_Drink,annotator,Behavioral Parameters,2022-04-25 07:46:57,2022-04-25 07:56:17
2022-04-25 18:12:57,2022-04-25 18:13:52,Located_Outdoors, Holding_Drink,annotator,Behavioral Parameters,2022-04-25 07:56:21,2022-04-25 07:57:16
2022-04-25 18:14:06,2022-04-25 18:14:47,Located_Outdoors, Holding_Drink,annotator,Behavioral Parameters,2022-04-25 07:57:30,2022-04-25 07:58:11
2022-04-25 18:14:52,2022-04-25 18:15:38,Located_Outdoors, Holding_Drink,annotator,Behavioral Parameters,2022-04-25 07:58:16,2022-04-25 07:59:02
2022-04-25 18:15:38,2022-04-25 18:15:41,Located_Outdoors, Holding_Drink, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-25 07:59:02,2022-04-25 07:59:05
2022-04-25 18:15:43,2022-04-25 18:16:30,Holding_Drink, On_Phone_Call, Located_Outdoors,annotator,Behavioral Parameters,2022-04-25 07:59:07,2022-04-25 07:59:54
2022-04-25 18:16:36,2022-04-25 18:17:13,Located_Outdoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-25 08:00:00,2022-04-25 08:00:37
2022-04-25 18:17:15,2022-04-25 18:18:41,Located_Outdoors, Holding_Drink,annotator,Behavioral Parameters,2022-04-25 08:00:39,2022-04-25 08:02:05
2022-04-25 18:18:41,2022-04-25 18:19:05,Located_Outdoors, Holding_Drink,annotator,Behavioral Parameters,2022-04-25 08:02:05,2022-04-25 08:02:29
2022-04-25 18:19:06,2022-04-25 18:23:38,Located_Outdoors, Holding_Drink,annotator,Behavioral Parameters,2022-04-25 08:02:30,2022-04-25 08:07:02
2022-04-25 18:23:39,2022-04-25 18:23:58,Located_Outdoors, Holding_Drink,annotator,Behavioral Parameters,2022-04-25 08:07:03,2022-04-25 08:07:22
2022-04-25 18:23:59,2022-04-25 18:25:23,Located_Outdoors, Holding_Drink, On_Phone_Call,annotator,Behavioral Parameters,2022-04-25 08:07:23,2022-04-25 08:08:47
2022-04-25 18:25:24,2022-04-25 18:32:09,Located_Outdoors, Holding_Drink,annotator,Behavioral Parameters,2022-04-25 08:08:48,2022-04-25 08:15:33
2022-04-25 18:32:11,2022-04-25 18:32:35,Located_Outdoors, Holding_Drink, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-25 08:15:35,2022-04-25 08:15:59
2022-04-25 18:32:36,2022-04-25 18:33:27,Located_Outdoors, Holding_Drink, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-25 08:16:00,2022-04-25 08:16:51
2022-04-25 18:33:28,2022-04-25 18:33:52,Located_Outdoors, Holding_Drink, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-25 08:16:52,2022-04-25 08:17:16
2022-04-25 18:33:54,2022-04-25 18:34:02,Holding_Drink, Located_Indoors,annotator,Behavioral Parameters,2022-04-25 08:17:18,2022-04-25 08:17:26
2022-04-25 18:34:03,2022-04-25 18:34:43,Holding_Drink, Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-25 08:17:27,2022-04-25 08:18:07
2022-04-25 18:34:45,2022-04-25 18:35:19,Holding_Drink, Located_Indoors, Texting/Browsing_Phone, In_Conversation,annotator,Behavioral Parameters,2022-04-25 08:18:09,2022-04-25 08:18:43
2022-04-25 18:35:20,2022-04-25 18:35:28,Holding_Drink, Located_Indoors,annotator,Behavioral Parameters,2022-04-25 08:18:44,2022-04-25 08:18:52
2022-04-25 18:35:29,2022-04-25 18:35:35,Located_Indoors,annotator,Behavioral Parameters,2022-04-25 08:18:53,2022-04-25 08:18:59
2022-04-25 18:35:42,2022-04-25 18:38:53,Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-25 08:19:06,2022-04-25 08:22:17
2022-04-25 18:38:55,2022-04-25 18:39:02,Located_Indoors, Texting/Browsing_Phone, In_Conversation,annotator,Behavioral Parameters,2022-04-25 08:22:19,2022-04-25 08:22:26
2022-04-25 18:39:03,2022-04-25 18:41:56,Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-25 08:22:27,2022-04-25 08:25:20
2022-04-25 18:41:58,2022-04-25 18:43:21,Located_Indoors,annotator,Behavioral Parameters,2022-04-25 08:25:22,2022-04-25 08:26:45
2022-04-25 18:43:25,2022-04-25 18:46:15,Located_Indoors,annotator,Behavioral Parameters,2022-04-25 08:26:49,2022-04-25 08:29:39
2022-04-25 18:46:18,2022-04-25 18:51:46,Located_Indoors, In_Conversation,annotator,Behavioral Parameters,2022-04-25 08:29:42,2022-04-25 08:35:10
2022-04-25 18:51:48,2022-04-25 18:53:31,Located_Indoors, In_Conversation,annotator,Behavioral Parameters,2022-04-25 08:35:12,2022-04-25 08:36:55
2022-04-25 18:53:33,2022-04-25 18:55:21,Located_Indoors, In_Conversation, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-25 08:36:57,2022-04-25 08:38:45
2022-04-25 18:55:24,2022-04-25 19:01:18,Located_Indoors, In_Conversation,annotator,Behavioral Parameters,2022-04-25 08:38:48,2022-04-25 08:44:42
2022-04-25 19:01:19,2022-04-25 19:05:52,Located_Indoors, In_Conversation,annotator,Behavioral Parameters,2022-04-25 08:44:43,2022-04-25 08:49:16
2022-04-25 19:05:53,2022-04-25 19:12:25,Located_Indoors, In_Conversation,annotator,Behavioral Parameters,2022-04-25 08:49:17,2022-04-25 08:55:49
2022-04-25 19:12:31,2022-04-25 19:35:32,Located_Indoors, In_Conversation,annotator,Behavioral Parameters,2022-04-25 08:55:55,2022-04-25 09:18:56
2022-04-25 19:35:36,2022-04-25 19:35:48,Located_Indoors, In_Conversation,annotator,Behavioral Parameters,2022-04-25 09:19:00,2022-04-25 09:19:12
2022-04-25 19:35:49,2022-04-25 19:39:06,CP_VideoUnavailable/Indecipherable,annotator,Behavioral Parameters,2022-04-25 09:19:13,2022-04-25 09:22:30
2022-04-25 19:39:34,2022-04-25 19:40:24,Located_Indoors, In_Conversation,annotator,Behavioral Parameters,2022-04-25 09:22:58,2022-04-25 09:23:48
2022-04-25 19:40:27,2022-04-25 19:43:45,Located_Indoors, In_Conversation, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-25 09:23:51,2022-04-25 09:27:09
2022-04-25 19:43:48,2022-04-25 19:44:58,Located_Indoors, In_Conversation,annotator,Behavioral Parameters,2022-04-25 09:27:12,2022-04-25 09:28:22
2022-04-25 19:44:59,2022-04-25 19:45:06,Located_Indoors,annotator,Behavioral Parameters,2022-04-25 09:28:23,2022-04-25 09:28:30
2022-04-25 19:45:07,2022-04-25 19:45:14,Located_Indoors,annotator,Behavioral Parameters,2022-04-25 09:28:31,2022-04-25 09:28:38
2022-04-25 19:45:15,2022-04-25 19:45:22,Located_Indoors,annotator,Behavioral Parameters,2022-04-25 09:28:39,2022-04-25 09:28:46
2022-04-25 19:45:23,2022-04-25 19:48:16,Located_Outdoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-25 09:28:47,2022-04-25 09:31:40
2022-04-25 19:48:17,2022-04-25 19:48:31,Texting/Browsing_Phone, Located_Indoors,annotator,Behavioral Parameters,2022-04-25 09:31:41,2022-04-25 09:31:55
2022-04-25 19:48:32,2022-04-25 19:49:02,Texting/Browsing_Phone, Located_Indoors,annotator,Behavioral Parameters,2022-04-25 09:31:56,2022-04-25 09:32:26
2022-04-25 19:49:15,2022-04-25 19:54:23,Texting/Browsing_Phone, Located_Outdoors, Legs_Uncrossed, Holding_Drink,annotator,Behavioral Parameters,2022-04-25 09:32:39,2022-04-25 09:37:47
2022-04-25 19:54:32,2022-04-25 19:54:37,Texting/Browsing_Phone, Located_Outdoors, Holding_Drink,annotator,Behavioral Parameters,2022-04-25 09:37:56,2022-04-25 09:38:01
2022-04-25 19:54:39,2022-04-25 19:55:47,Texting/Browsing_Phone, Located_Outdoors, Holding_Drink,annotator,Behavioral Parameters,2022-04-25 09:38:03,2022-04-25 09:39:11
2022-04-25 19:55:48,2022-04-25 19:55:54,Texting/Browsing_Phone, Located_Outdoors, Holding_Drink,annotator,Behavioral Parameters,2022-04-25 09:39:12,2022-04-25 09:39:18
2022-04-25 19:55:56,2022-04-25 19:56:14,Texting/Browsing_Phone, Holding_Drink, Located_Indoors,annotator,Behavioral Parameters,2022-04-25 09:39:20,2022-04-25 09:39:38
2022-04-25 19:56:15,2022-04-25 19:56:39,Texting/Browsing_Phone, Holding_Drink, Located_Indoors,annotator,Behavioral Parameters,2022-04-25 09:39:39,2022-04-25 09:40:03
2022-04-25 19:56:41,2022-04-25 19:57:22,Texting/Browsing_Phone, Holding_Drink, Located_Indoors,annotator,Behavioral Parameters,2022-04-25 09:40:05,2022-04-25 09:40:46
2022-04-25 19:57:24,2022-04-25 19:57:47,Located_Indoors,annotator,Behavioral Parameters,2022-04-25 09:40:48,2022-04-25 09:41:11
2022-04-25 19:57:47,2022-04-25 19:58:28,Located_Indoors,annotator,Behavioral Parameters,2022-04-25 09:41:11,2022-04-25 09:41:52
2022-04-25 19:58:29,2022-04-25 19:58:52,Located_Indoors,annotator,Behavioral Parameters,2022-04-25 09:41:53,2022-04-25 09:42:16
2022-04-25 19:58:53,2022-04-25 19:59:05,Located_Indoors,annotator,Behavioral Parameters,2022-04-25 09:42:17,2022-04-25 09:42:29
2022-04-25 19:59:07,2022-04-25 19:59:52,Located_Indoors, Browsing_Computer,annotator,Behavioral Parameters,2022-04-25 09:42:31,2022-04-25 09:43:16
2022-04-25 19:59:53,2022-04-25 20:08:47,Located_Indoors, Legs_Uncrossed, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-25 09:43:17,2022-04-25 09:52:11
2022-04-25 20:08:52,2022-04-25 20:09:11,Located_Indoors, Legs_Uncrossed, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-25 09:52:16,2022-04-25 09:52:35
2022-04-25 20:09:12,2022-04-25 20:13:50,Located_Indoors, Legs_Uncrossed,annotator,Behavioral Parameters,2022-04-25 09:52:36,2022-04-25 09:57:14
2022-04-25 20:13:50,2022-04-25 20:14:15,Located_Indoors,annotator,Behavioral Parameters,2022-04-25 09:57:14,2022-04-25 09:57:39
2022-04-25 20:14:16,2022-04-25 20:20:15,Located_Indoors, On_Video_Call/FaceTime, Browsing_Computer,annotator,Behavioral Parameters,2022-04-25 09:57:40,2022-04-25 10:03:39
2022-04-25 20:20:28,2022-04-25 20:21:58,Located_Indoors, Browsing_Computer,annotator,Behavioral Parameters,2022-04-25 10:03:52,2022-04-25 10:05:22
2022-04-25 20:22:13,2022-04-25 20:25:30,CP_VideoUnavailable/Indecipherable,annotator,Behavioral Parameters,2022-04-25 10:05:37,2022-04-25 10:08:54
2022-04-25 20:25:57,2022-04-25 20:26:34,Located_Indoors,annotator,Behavioral Parameters,2022-04-25 10:09:21,2022-04-25 10:09:58
2022-04-25 20:26:35,2022-04-25 20:27:01,Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-25 10:09:59,2022-04-25 10:10:25
2022-04-25 20:27:01,2022-04-25 20:27:21,Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-25 10:10:25,2022-04-25 10:10:45
2022-04-25 20:27:22,2022-04-25 20:28:01,Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-25 10:10:46,2022-04-25 10:11:25
2022-04-25 20:28:01,2022-04-25 20:28:04,Texting/Browsing_Phone, Located_Outdoors,annotator,Behavioral Parameters,2022-04-25 10:11:25,2022-04-25 10:11:28
2022-04-25 20:28:05,2022-04-25 20:32:09,Texting/Browsing_Phone, Located_Outdoors,annotator,Behavioral Parameters,2022-04-25 10:11:29,2022-04-25 10:15:33
2022-04-25 20:32:19,2022-04-25 20:33:10,Texting/Browsing_Phone, Located_Indoors,annotator,Behavioral Parameters,2022-04-25 10:15:43,2022-04-25 10:16:34
2022-04-25 20:33:12,2022-04-25 20:33:18,Located_Indoors, In_Conversation,annotator,Behavioral Parameters,2022-04-25 10:16:36,2022-04-25 10:16:42
