START_TIME,STOP_TIME,PREDICTION,SOURCE,LABELSET,VIDEO_START_TIME,VIDEO_END_TIME
2022-05-24 07:53:06,2022-05-24 07:53:19,HLB_Unlabeled,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:00:01,2022-05-24 00:00:14
2022-05-24 07:53:19,2022-05-24 07:54:32,Packing/Unpacking_Something,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:00:14,2022-05-24 00:01:27
2022-05-24 07:54:32,2022-05-24 07:56:27,HLB_Indecipherable/Video_Insufficient,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:01:27,2022-05-24 00:03:22
2022-05-24 07:56:27,2022-05-24 07:56:41,Packing/Unpacking_Something,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:03:22,2022-05-24 00:03:36
2022-05-24 07:56:41,2022-05-24 07:57:13,HLB_Unlabeled,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:03:36,2022-05-24 00:04:08
2022-05-24 07:57:18,2022-05-24 07:57:36,Packing/Unpacking_Something,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:04:13,2022-05-24 00:04:31
2022-05-24 07:57:36,2022-05-24 07:57:37,Packing/Unpacking_Something,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:04:31,2022-05-24 00:04:32
2022-05-24 07:57:38,2022-05-24 07:58:55,Dressing/Undressing,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:04:33,2022-05-24 00:05:50
2022-05-24 07:58:55,2022-05-24 07:58:59,In_Transit_Active,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:05:50,2022-05-24 00:05:54
2022-05-24 07:58:59,2022-05-24 07:59:23,Grooming/Self_Care,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:05:54,2022-05-24 00:06:18
2022-05-24 07:59:23,2022-05-24 07:59:45,In_Transit_Active,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:06:18,2022-05-24 00:06:40
2022-05-24 07:59:45,2022-05-24 08:00:01,In_Transit_Active,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:06:40,2022-05-24 00:06:56
2022-05-24 09:28:37,2022-05-24 09:29:21,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:35:32,2022-05-24 01:36:16
2022-05-24 09:29:21,2022-05-24 09:29:42,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:36:16,2022-05-24 01:36:37
2022-05-24 09:29:42,2022-05-24 09:29:55,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:36:37,2022-05-24 01:36:50
2022-05-24 09:29:55,2022-05-24 09:30:06,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:36:50,2022-05-24 01:37:01
2022-05-24 09:30:06,2022-05-24 09:33:17,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:37:01,2022-05-24 01:40:12
2022-05-24 09:33:17,2022-05-24 09:34:44,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:40:12,2022-05-24 01:41:39
2022-05-24 09:34:44,2022-05-24 09:35:35,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:41:39,2022-05-24 01:42:30
2022-05-24 09:35:35,2022-05-24 09:37:06,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:42:30,2022-05-24 01:44:01
2022-05-24 09:37:06,2022-05-24 09:37:19,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:44:01,2022-05-24 01:44:14
2022-05-24 09:37:19,2022-05-24 09:37:29,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:44:14,2022-05-24 01:44:24
2022-05-24 09:37:29,2022-05-24 09:37:36,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:44:24,2022-05-24 01:44:31
2022-05-24 09:37:36,2022-05-24 09:38:32,Packing/Unpacking_Something, Watching_Lecture,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:44:31,2022-05-24 01:45:27
2022-05-24 09:38:32,2022-05-24 09:38:35,Packing/Unpacking_Something, Watching_Lecture,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:45:27,2022-05-24 01:45:30
2022-05-24 09:38:35,2022-05-24 09:38:42,In_Transit_Active,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:45:30,2022-05-24 01:45:37
2022-05-24 09:38:42,2022-05-24 09:39:06,In_Transit_Active,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:45:37,2022-05-24 01:46:01
2022-05-24 09:39:06,2022-05-24 09:39:18,In_Transit_Active,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:46:01,2022-05-24 01:46:13
2022-05-24 09:39:18,2022-05-24 09:39:19,In_Transit_Active,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:46:13,2022-05-24 01:46:14
2022-05-24 09:39:19,2022-05-24 09:39:32,In_Transit_Active,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:46:14,2022-05-24 01:46:27
2022-05-24 09:39:32,2022-05-24 09:39:42,In_Transit_Active,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:46:27,2022-05-24 01:46:37
2022-05-24 09:39:42,2022-05-24 09:43:02,In_Transit_Active,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:46:37,2022-05-24 01:49:57
2022-05-24 09:43:02,2022-05-24 09:43:05,In_Transit_Active,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:49:57,2022-05-24 01:50:00
2022-05-24 09:43:05,2022-05-24 09:43:46,In_Transit_Active,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:50:00,2022-05-24 01:50:41
2022-05-24 09:43:46,2022-05-24 09:44:10,In_Transit_Active,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:50:41,2022-05-24 01:51:05
2022-05-24 09:44:10,2022-05-24 09:44:21,Watching_Lecture,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:51:05,2022-05-24 01:51:16
2022-05-24 09:44:21,2022-05-24 09:44:38,Watching_Lecture,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:51:16,2022-05-24 01:51:33
2022-05-24 09:44:38,2022-05-24 09:44:53,Watching_Lecture, Packing/Unpacking_Something,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:51:33,2022-05-24 01:51:48
2022-05-24 09:44:53,2022-05-24 09:45:22,Watching_Lecture, Packing/Unpacking_Something,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:51:48,2022-05-24 01:52:17
2022-05-24 09:45:22,2022-05-24 09:45:35,Watching_Lecture,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:52:17,2022-05-24 01:52:30
2022-05-24 09:45:35,2022-05-24 09:46:07,Watching_Lecture,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:52:30,2022-05-24 01:53:02
2022-05-24 09:46:07,2022-05-24 09:51:17,Watching_Lecture, Eating/Dining,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:53:02,2022-05-24 01:58:12
